Usuario;TagNick;DataPost;Texto;Comentarios;Likes;Retweets;Texto_Traduz;Classificação_Blob;percent_pos_blob;percent_neg_blob;Azure_Sentiment;Azure_percent_pos;Azure_percent_neg;Azure_percent_neutro;Classificacao_flair;percent_pos_flar;percent_neg_flar;Percent_Media_final;Class_final
🇧🇷DURA LEX SED LEX🇧🇷 Um robozinho a mais;BolsoVitor_22;2022-11-21 19:36:52+00:00;"Poiquera de copa...
Sei nem se a Croácia se classificou. 
Detesto o tite. Num gosto do cai cai do Neymar(aí ele disse 22) eu gostei.
Apareceu o argentino, vamos dá uma força pelos hermanos...🤣🤣🤣🤣 ";0;0;0;"Cup poiquera...
I don't even know if Croatia qualified.
I hate tite. In a taste of Neymar's cai cai (then he said 22) I liked it.
The Argentine showed up, let's give the brothers a go... 🤣🤣🤣🤣";pos;0.7837928007221894;0.2162071992778086;mixed;0.59;0.37;0.03;NEGATIVE;0.02510201930999756;0.9748979806900024;0.4562852627631692;Neutro
Neemias Oliveira 🌎;Neemiasds;2022-11-21 19:22:50+00:00; Tite vai convocar o Pelé. Carta extra.;0;0;0;Tite will summon Pelé. Extra letter.;pos;0.8979809929671358;0.1020190070328634;neutral;0.1;0.03;0.88;POSITIVE;0.9491092562675476;0.05089074373245239;0.4565999293574616;Neutro
kakau;kauffmann007;2022-11-22 01:03:10+00:00;"Vini Jr titular quinta
Tite aprendeu com a última copa
vamos.";0;0;0;"Vini Jr fifth starter
Tite learned from the last cup
we will.";neg;0.4420344876951274;0.5579655123048731;neutral;0.19;0.0;0.81;POSITIVE;0.9992882609367371;0.0007117390632629395;0.4572301442240859;Neutro
Silvio Monteiro;_SilvioMonteiro;2022-11-21 17:22:30+00:00; O Tite jamais errou!!!!!!;0;0;0;Tite never made a mistake!!!!!!;neg;0.4456332899560861;0.5543667100439137;negative;0.19;0.77;0.04;POSITIVE;0.9984706044197083;0.001529395580291748;0.4575106426850718;Neutro
Gino #Hexa🇧🇷;Djino32;2022-11-21 14:07:07+00:00;1912 1912 o Tite não é louco;0;0;0;1912 1912 Tite is not crazy;pos;0.9281303808618314;0.0718696191381686;positive;0.55;0.12;0.33;NEGATIVE;0.03844267129898071;0.9615573287010193;0.4578593890656847;Neutro
𝖘𝖔𝖚𝖟𝖆;dayzitinha;2022-11-21 15:42:00+00:00;o mínimo que eu espero do tite na estreia é que ele coloque um time OFENSIVO pra meter gol adoidado. assim as outras seleções vão temer a gente. pq toda copa, ele põe um time equilibrado e só ganha de 2x0 no sufoco. o Brasil tem capacidade de meter mais de 5 na Sérvia;0;1;0;the least I expect from tite in his debut is that he puts an OFFENSIVE team to score crazy goals. so the other teams will fear us. because every cup, he puts a balanced team and only wins 2x0 in suffocation. Brazil has the capacity to put more than 5 in Serbia;pos;0.8378256290852863;0.1621743709147179;negative;0.15;0.82;0.03;POSITIVE;0.885131299495697;0.11486870050430298;0.4582983182966686;Neutro
Josemir;TenJosemir;2022-11-22 00:51:32+00:00;Eu fiz um promessa de não assiste jogo da seleção enquanto o criminoso Tite for o treinador, vou torcer para os jogadores, mas  sem assiste os  jogos. Minha copa é outra liberdade do país.;0;0;0;I made a promise not to watch the national team's game while the criminal Tite is the coach, I'll cheer for the players, but without watching the games. My cup is another freedom of the country.;pos;0.6421685276211695;0.3578314723788258;mixed;0.42;0.5;0.08;NEGATIVE;0.4431909918785095;0.5568090081214905;0.45836435876831266;Neutro
Alex Zen Fonseca;Alex_Zenn;2022-11-22 00:02:30+00:00;Se o Tite não escalar o Vini Jr de titular  é de ferrar com torcedor e apreciador do bom futebol, além de deixar com razão aqueles que chamam TITE de retranqueiro.;0;0;0;If Tite doesn't choose Vini Jr in the starting line-up, he's going to screw up fans and lovers of good football, as well as rightly leaving behind those who call TITE a back-runner.;pos;0.657098464124598;0.3429015358753999;positive;0.64;0.36;0.0;NEGATIVE;0.00011432170867919922;0.9998856782913208;0.4596181582202795;Neutro
Matheus_casa11_2 Bem Vindos à Alemanha Fascista.;2Casa11;2022-11-22 00:43:38+00:00;"""Olha só que observatório bom pro Tite Amigos do Safadão contra Inimigos do Marcelinho Carioca""
O Falha de cobertura voltou sensacional";0;0;0;"""Look what a good observatory for Tite Friends of Safadão against Enemies of Marcelinho Carioca""
The Coverage Gap is back sensational";pos;0.8278304964029375;0.1721695035970638;positive;0.54;0.46;0.0;NEGATIVE;0.11505341529846191;0.8849465847015381;0.45970533242855166;Neutro
XAVINETA;nilo10lopes;2022-11-22 00:02:32+00:00;"Arrascaeta em 2018 jogou muito e o Tite nao levou
Maluco ";0;0;0;"Arrascaeta in 2018 played a lot and Tite didn't take it
Mad";neg;0.1646839746848185;0.8353160253151806;positive;0.74;0.19;0.07;NEGATIVE;0.0491790771484375;0.9508209228515625;0.4604345898545276;Neutro
Tiago Salazar;TiagoSalazar;2022-11-21 14:05:14+00:00;Tite chama todo mundo para um papo antes do treino. ;0;45;0;Tite invites everyone to chat before training.;pos;0.7620125832251595;0.2379874167748394;neutral;0.2;0.0;0.79;POSITIVE;0.8316237330436707;0.16837626695632935;0.4607514356160715;Neutro
Leandro Quesada;leandroquesada;2022-11-21 17:28:49+00:00;"Lusail Stadium, palco das estreias de Brasil e Argentina na Copa do Catar. 

Tite e jogadores reconheceram o gramado. Messi treinou com “los hermanos” na Universidade de Doha.

brasil Argentina worldcup copadomundo Servia ArabiaSaudita lusail ";0;15;1;"Lusail Stadium, stage of the debuts of Brazil and Argentina in the Qatar Cup.

Tite and players recognized the pitch. Messi trained with “los hermanos” at the University of Doha.

brazil Argentina world cup world cup Serbia ArabiaSaudi Arabia lusail";pos;0.9881732686706072;0.0118267313293927;neutral;0.06;0.02;0.91;POSITIVE;0.9994847774505615;0.0005152225494384766;0.46102040336739003;Neutro
pretinho 😈;yvngrapharx;2022-11-21 13:51:20+00:00;A diferença técnica entre as seleções é gritante o Brasil de tite ia custar pra ganhar desse ira ai;0;0;0;The technical difference between the selections is blatant, Brazil de tite would cost to win that anger there;pos;0.7062978566747289;0.2937021433252689;positive;0.62;0.37;0.01;NEGATIVE;0.02248382568359375;0.9775161743164062;0.46160935829170235;Neutro
Salvatore Br;Salvado26496289;2022-11-21 17:26:26+00:00;1910  Pode dar certo, como tb pode não dar. Eu sinceramente não gostei, muito novo e sem traquejo pra time grande. Acho que estão fazendo um esquema pro Tite assumir em 2024, ele seria uma ponte. Só pode ser isto. Se não for isto é muito amadorismo.;0;0;0;1910 It might work, but it might not. I honestly didn't like it, too young and lacking in experience for a big team. I think they are making a scheme for Tite to take over in 2024, he would be a bridge. This can only be it. If not, it's very amateurish.;neg;0.0767043156885921;0.9232956843114092;positive;0.79;0.19;0.02;NEGATIVE;2,31E+11;0.9999768733978271;0.46239293841327683;Neutro
jefferson cavaco;cavaco_j;2022-11-21 16:04:29+00:00;71FMRJ1   Porra , pra ficar 3 meses ? Tá ótimo.. as férias do Tite acabam em fevereiro pós paulista. Só bobo não vê!!!;0;0;0;71FMRJ1 Damn, to stay 3 months? That's great... Tite's vacations end in February after São Paulo. Only fool doesn't see!!!;pos;0.7639701786153836;0.2360298213846172;mixed;0.5;0.5;0.0;NEGATIVE;0.23797303438186646;0.7620269656181335;0.4628451781970166;Neutro
RespondendoBr;RespondendoBr;2022-11-21 16:58:41+00:00; eu lançava “Ainda bem que o tite não precisa de você”;0;0;0;I launched “I’m glad Tite doesn’t need you”;pos;0.6596620238650627;0.3403379761349374;neutral;0.48;0.02;0.5;NEGATIVE;0.3303833603858948;0.6696166396141052;0.4629183920909789;Neutro
only me 🇾🇪🇧🇷 VEM HEXA;myselfsssss;2022-11-21 14:13:37+00:00;   Kkkk porque o tite não convocou o gabigol você vai torcer pra racistas? Kkkk que micosa;1;72;1;Lol because tite didn't summon gabigol are you going to cheer for racists? Lol what a funk;pos;0.7366455779421365;0.2633544220578654;negative;0.13;0.73;0.14;POSITIVE;0.9969722032546997;0.003027796745300293;0.46436999777879084;Neutro
Claret Jr;aclareto;2022-11-21 15:36:09+00:00;"A Copa do Mundo começou. Os 11 Ministros do STF são mais conhecidos pelos brasileiros que os 11 titulares de Tite.

Bom ou mau sinal?";0;45;3;"The World Cup has begun. The 11 Justices of the STF are better known by Brazilians than the 11 holders of Tite.

Good or bad sign?";pos;0.8383800279088657;0.1616199720911361;negative;0.19;0.81;0.0;POSITIVE;0.832126259803772;0.16787374019622803;0.46609036393091563;Neutro
Kaio;KaioC1910;2022-11-21 21:31:29+00:00;Comissão técnica top, o Tite realmente vai voltar em 2023. 🥹 ;0;0;0;Top technical commission, Tite will really come back in 2023. 🥹;pos;0.9078370216533608;0.0921629783466399;negative;0.09;0.53;0.38;POSITIVE;0.9976670742034912;0.002332925796508789;0.4661673100086205;Neutro
iG Esporte;igesporte;2022-11-21 22:02:44+00:00;"Com Tite no Top-4, saiba o salário de cada treinador da Copa do Mundo

";0;0;0;With Tite in the Top-4, find out the salary of each World Cup coach;pos;0.7281625034228346;0.271837496577165;neutral;0.17;0.0;0.82;POSITIVE;0.9276347756385803;0.07236522436141968;0.4662045792428565;Neutro
Leandro Fernandes;Leand_Fernandes;2022-11-21 20:36:42+00:00;Certeza q o retranqueiro do Tite irá com 2 volantes.;0;0;0;I'm sure Tite's outrigger will come with 2 steering wheels.;pos;0.9918295508996532;0.0081704491003477;neutral;0.08;0.01;0.92;POSITIVE;0.9787771701812744;0.021222829818725586;0.46705484160888605;Neutro
André Philippe ( PH );Andrephilippe25;2022-11-21 21:57:24+00:00; Quando eu vi o post eu longo pensei, ela vai fazer outro se retratando. Bingo! É sempre assim fala merda e depois vem com papinho furado.... Essa é a gestão do Tite e você tem que respeitar. o que pegou mais foi a frase final, tenho certeza. Ser pai é diferente e você ainda não é;0;0;0;When I saw the post I thought for a long time, she's going to make another recanting. Bingo! It's always like this, talk shit and then come up with small talk.... This is Tite's management and you have to respect it. what stuck the most was the final sentence, I'm sure. Being a father is different and you are not yet;pos;0.8505584034715684;0.1494415965284271;mixed;0.57;0.34;0.09;NEGATIVE;0.06979566812515259;0.9302043318748474;0.4671642485316962;Neutro
wesley #HEXA 🇧🇷;wesleydsdsantos;2022-11-22 00:34:42+00:00; No Catar o Brasil foi hexa porque o Tite fez um gol contra o Brasil;0;0;0;In Qatar Brazil was sixth because Tite scored a goal against Brazil;pos;0.8065125983083439;0.1934874016916564;neutral;0.13;0.37;0.5;POSITIVE;0.9723172783851624;0.027682721614837646;0.4673067364398098;Neutro
bellis;bell_limaa;2022-11-21 20:05:55+00:00;  Aí vai Tite e convoca Daniel Alves 🤡;0;0;0;Here goes Tite and summons Daniel Alves 🤡;neg;0.1543528264994006;0.8456471735006;neutral;0.29;0.05;0.66;POSITIVE;0.9785601496696472;0.021439850330352783;0.4673533036912421;Neutro
Jornal Correio;correio24horas;2022-11-21 19:59:24+00:00;"Tite faz mistério e fecha treino da Seleção antes de estreia contra a Sérvia 

Parte do elenco conheceu estádio da primeira partida Correio24h ";0;0;0;"Tite is mysterious and closes the training session of the Selection before the debut against Serbia

Part of the cast visited the stadium for the first match Correio24h";pos;0.9848930468954904;0.0151069531045065;neutral;0.15;0.03;0.81;POSITIVE;0.8457698822021484;0.15423011779785156;0.46806183018568387;Neutro
Efhipe;LFHP_;2022-11-21 20:47:33+00:00; É isso,quando se tem um cara tao decisivo assim,pode esperar que a mágica vai acontecer.Só o Tite que nao sabe disso;0;1;0;That's it, when you have a guy as decisive as that, you can expect the magic to happen. Only Tite doesn't know that;pos;0.9266696775968272;0.0733303224031723;neutral;0.11;0.05;0.84;POSITIVE;0.9555534720420837;0.04444652795791626;0.468253803097285;Neutro
Bruno;brunoristher;2022-11-21 21:49:49+00:00; 1910   Aí o tite assume um time na Europa e eles vão junto kkkkkkk;0;1;0;1910 Then Tite takes over a team in Europe and they go along kkkkkkk;pos;0.7329008700346974;0.2670991299653023;neutral;0.14;0.04;0.83;POSITIVE;0.9978602528572083;0.002139747142791748;0.4698030536784449;Neutro
Lucas ᶜʳᶠ;crf9_lucas;2022-11-22 00:57:51+00:00;Tite vai pra cima deles ;0;0;0;Tite goes after them;neg;0.4941801857153389;0.505819814284661;neutral;0.21;0.05;0.75;POSITIVE;0.9783613085746765;0.021638691425323486;0.47012897183781316;Neutro
João Carlos;jcfduarte;2022-11-22 01:32:33+00:00; Essa formação tem seus benefícios e malefícios como qualquer outra, tou pensando numa Sérvia um pouco diferente da Sérvia que estamos acostumados a ver e acho que o tite tbm, por isso ele vai de Vini, mas em outros jogos já não sei se o fred nao volta ao time;0;0;0;This formation has its benefits and disadvantages like any other, I'm thinking of a Serbia a little different from the Serbia we're used to seeing and I think Tite too, that's why he goes with Vini, but in other games I don't know if Fred doesn't back to the team;neg;0.3883953273406835;0.6116046726593167;negative;0.23;0.77;0.0;POSITIVE;0.9922996163368225;0.00770038366317749;0.4704277942877612;Neutro
GabrielFr;GabrielFr_RJ;2022-11-21 13:55:10+00:00;"Eu não tenho nenhuma dúvida que o limitado Tite deixaria o Jude bellingham na reserva (se fosse BR), pois é ""muito novo"" e o Fred ser o homem de confiança dele. 🤣🤣🤣";0;2;1;"I have no doubt that the limited Tite would leave Jude Bellingham on the reserve (if he were BR), as he is ""very young"" and Fred is his right-hand man. 🇧🇷";pos;0.983108675945489;0.0168913240545114;positive;0.55;0.45;0.0;NEGATIVE;0.055177152156829834;0.9448228478431702;0.4704947114655927;Neutro
potter;lucianopotter;2022-11-22 01:03:12+00:00;"Flip de  de hoje da Copa! Escrevi sobre meu encontro com Tite e sobre Beckham x LGBTQIA+. 

";0;8;0;Today's Cup Flip! I wrote about my encounter with Tite and about Beckham x LGBTQIA+.;neg;0.2654344159973308;0.7345655840026671;neutral;0.27;0.03;0.7;POSITIVE;0.9749569892883301;0.025043010711669922;0.470764056367713;Neutro
UmDois Esportes;umdoisesportes;2022-11-21 16:15:24+00:00;"Vini Jr é a única dúvida de Tite para a estreia do Brasil na Copa do Mundo

";0;0;0;Vini Jr is Tite's only doubt for Brazil's World Cup debut;pos;0.5527340374264769;0.4472659625735236;negative;0.29;0.44;0.27;POSITIVE;0.7914980053901672;0.20850199460983276;0.47081857831525875;Neutro
Fell;fell_design;2022-11-21 18:26:22+00:00;1910   Bem-vindo Tite, retorne após o Paulistinha, sem pressa!;0;0;0;1910 Welcome Tite, come back after Paulistinha, no rush!;pos;0.618167129101737;0.3818328708982624;neutral;0.17;0.0;0.82;POSITIVE;0.998908281326294;0.0010917186737060547;0.47085481310776073;Neutro
Marcelo Iunes;celoiunes;2022-11-21 21:54:43+00:00;"88 Sei não viu.
Esta história do Lázaro tem boi na linha.
Vai contra tudo que os caras falaram durante o ano.
Na minha opinião é uma cortina de fumaça para vir o verdadeiro técnico antes do BR.
Tite.";0;1;0;"88 I don't know.
This story of Lázaro has an ox on the line.
It goes against everything the guys have said throughout the year.
In my opinion it's a smokescreen for the real technician to come before BR.
Tite.";pos;0.8289606609327045;0.1710393390672972;neutral;0.12;0.09;0.79;POSITIVE;0.9959486722946167;0.004051327705383301;0.4715511436459911;Neutro
Jornal Capital News;CapitalNews;2022-11-21 15:35:21+00:00;Brasil treina no Catar com todos jogadores à disposição de Tite  ;0;0;0;Brazil trains in Qatar with all players available to Tite;pos;0.6150336573158787;0.3849663426841219;neutral;0.18;0.01;0.81;POSITIVE;0.9860059022903442;0.013994097709655762;0.4724350659852239;Neutro
Mônica;moniusp;2022-11-22 00:35:10+00:00; Do mesmo lugar de onde ela tira o favoritismo do Brasil a cada 4 anos. Mas para esta Copa especificamente, nunca saberemos exatamente até a trombarmos com uma seleção forte do outro lado. Como os amistosos do Seo Tite foram só com timecos de botão, não sei o q esperar.;0;0;1;From the same place where she takes Brazil's favoritism every 4 years. But for this Cup specifically, we'll never know exactly until we run into a strong team on the other side. As Seo Tite's friendlies were only with button times, I don't know what to expect.;pos;0.8018585397466604;0.1981414602533439;neutral;0.16;0.08;0.75;POSITIVE;0.9368768334388733;0.06312316656112671;0.4736588866606296;Neutro
Antonio Ari;AntonioAri10;2022-11-22 00:08:47+00:00;79396510 Boa noite Paulo , Matheus,  também acho que  o  Tite pode  até  voltar a treinar  o  Corinthians,  mas  talvez em  2024 e  talvez;0;1;0;79396510 Good night Paulo , Matheus, I also think that Tite may even return to coach Corinthians, but maybe in 2024 and maybe;neg;0.0746420162671871;0.9253579837328108;neutral;0.32;0.0;0.68;POSITIVE;0.9814594984054565;0.018540501594543457;0.4739372875825857;Neutro
Ramon Santos;Ramonsouzasan17;2022-11-21 17:14:37+00:00;🗣 Raphinha: Todo mundo quer jogar. Seu Tite fechou o treino hoje então vocês não sabem como vamos jogar e eu não posso fala nada. Tem partidas que exigem uma coisa e outras que exigir outro ;0;0;0;🗣 Raphinha: Everyone wants to play. Seu Tite closed training today so you don't know how we're going to play and I can't say anything. There are matches that require one thing and others that require another;pos;0.95918419802129;0.0408158019787087;neutral;0.09;0.04;0.87;POSITIVE;0.9994694590568542;0.000530540943145752;0.4740175880192855;Neutro
Reginaldo Junior ✠;JuniorPontesRJ;2022-11-21 14:00:24+00:00; O senhor Adenor, mais conhecido como Tite.;0;10;0;Mr. Adenor, better known as Tite.;pos;0.564736807240887;0.4352631927591129;neutral;0.19;0.01;0.81;POSITIVE;0.9981440305709839;0.0018559694290161133;0.47443212405469354;Neutro
MC;mclaralimas;2022-11-21 21:30:34+00:00;Ué só falta vir o tite… kkkkkkk q odioooo ;0;0;0;Ué, we just need to see tite... kkkkkkk q odioooo;neg;0.4870388271896835;0.5129611728103162;neutral;0.24;0.1;0.66;POSITIVE;0.9388349056243896;0.06116509437561035;0.4749583769197804;Neutro
Alexandre;Alezinhow10;2022-11-22 01:09:14+00:00;"Cara...É minha escalação favorita, porém eu não escalaria assim pro primeiro jogo nem fodendo kkkk
Tite ta sendo corajoso pra caralho, pprt.
Sendo assim, vemhexa ";0;0;0;"Dude... It's my favorite lineup, but I wouldn't do it like that for the first game, fuck it lol
Tite is being brave as fuck, pprt.
So come on";neg;0.1559135661772919;0.8440864338227084;positive;0.79;0.21;0.0;NEGATIVE;0.010948359966278076;0.9890516400337219;0.4768300408728354;Neutro
Izuku Midoriyaᶜʳᶠ 「緑谷出久」;dekucrf;2022-11-21 22:51:59+00:00; No Qatar, o Brasil foi hexa porque o Tite chamaria atenção pra vc ver com mais calma quais são os valores da bolsa moradia;0;1;0;In Qatar, Brazil was sixth because Tite would draw attention to you to see more calmly what the values ​​of the housing exchange are;pos;0.8950334534525093;0.1049665465474926;positive;0.52;0.23;0.25;NEGATIVE;0.1886773705482483;0.8113226294517517;0.47891259922128654;Neutro
tavo papa chibé.;gustavocrl;2022-11-22 00:22:23+00:00;Tão preparando o terreno pro Tite vir, caralho? Assim espero ;0;1;0;So preparing the ground for Tite to come, dammit? I hope so;neg;0.3035637425325319;0.6964362574674683;mixed;0.47;0.49;0.04;POSITIVE;0.5875079035758972;0.4124920964241028;0.4797970785263323;Neutro
SportsCenter Brasil;SportsCenterBR;2022-11-21 15:22:25+00:00;"ARMOU O TIME TITULAR? 

Tite começa a intensificar preparação para Sérvia em treino no Estádio Grand Hamad

ESPNnoQatar

";0;10;0;"ARMED THE HOLDING TEAM?

Tite begins to intensify preparation for Serbia in training at Grand Hamad Stadium

ESPN in Qatar";pos;0.8649685681814484;0.135031431818556;neutral;0.17;0.01;0.82;POSITIVE;0.906932532787323;0.093067467212677;0.47983337625087064;Neutro
aheutomaluco;squarcini_;2022-11-21 15:04:13+00:00;a real é a seguinte, se o Brasa ganhando de 6x1 do Iran ia ter adolescente e jornalista pedindo a demissão do Tite;0;2;0;the real thing is the following, if Brasa won 6x1 against Iran there would be a teenager and a journalist asking for Tite's resignation;pos;0.7624296587764126;0.2375703412235893;positive;0.65;0.32;0.04;NEGATIVE;0.0007416605949401855;0.9992583394050598;0.48055899713804184;Neutro
Roberta Vitorino, 🇧🇷🌹🤝;RobertaVitorin9;2022-11-21 18:03:48+00:00;77414952 Vamos rezar p Tite não ganha o título 🇧🇷;0;0;0;77414952 Let's pray Tite doesn't win the title 🇺🇸;neg;0.1764120555496037;0.8235879444503952;positive;0.68;0.28;0.04;NEGATIVE;0.23855340480804443;0.7614465951919556;0.4819312664522418;Neutro
luna. 🇧🇷🏴󠁧󠁢󠁥󠁮󠁧󠁿;isworldclass;2022-11-21 13:57:02+00:00; !!!!! a gnt entende que o tite convocou por ele ter experiência com a copa mas fica por aí as habilidades do gato kkk deus esteja conosco quinta feira;0;0;0;🇧🇷 the gnt understands that tite invited him because he has experience with the cup but that's it cat's skills kkk god be with us thursday;pos;0.8431547833238764;0.1568452166761236;positive;0.61;0.07;0.32;NEGATIVE;0.04721271991729736;0.9527872800827026;0.4825114604512102;Neutro
solange guerra bueno;soguebu;2022-11-21 23:32:59+00:00;Com 26 jogadores, Tite renova o ataque, usa Premier League como base e teima com Daniel Alves via  - ;0;0;0;With 26 players, Tite renews the attack, uses the Premier League as a base and insists on Daniel Alves via -;pos;0.9340057244573092;0.0659942755426925;negative;0.12;0.72;0.16;POSITIVE;0.9822454452514648;0.017754554748535156;0.4826423735657484;Neutro
Ricardo Vaz de Melo;vazfps;2022-11-22 00:07:43+00:00; Paquetá trocando de posição com Neymar ao longo do jogo. quase certeza que o Tite vai assim na estreia ;0;5;0;Paquetá swapping positions with Neymar throughout the game. I'm almost certain that Tite will go like this in his debut;pos;0.7418697086249331;0.258130291375068;neutral;0.18;0.05;0.77;POSITIVE;0.9587929248809814;0.041207075119018555;0.48277936548384226;Neutro
Mario 💚;lmnjr25;2022-11-21 23:43:55+00:00;   _info Se o Tite não ser burro e colocar ele pra jogar titular, sim;0;0;0;_info If Tite is not stupid and put him in the starting line-up, yes;neg;0.2639796630075509;0.7360203369924494;negative;0.28;0.5;0.22;POSITIVE;0.9978139400482178;0.0021860599517822266;0.4828010775862838;Neutro
Euller Felix;FelixEuller;2022-11-21 19:37:04+00:00;_brilhante Sim haha (mas eu peço pro Tite sair desde que ele foi anunciado hahahaha não gosto dele nem que a porra);0;0;0;_brilliant Yes haha ​​(but I've asked Tite to leave since he was announced hahahaha I don't fucking like him);pos;0.6171869698462804;0.3828130301537191;positive;0.58;0.3;0.13;NEGATIVE;0.22545379400253296;0.774546205997467;0.48401350826447803;Neutro
meu nome não é Vera!;meunomenaoevera;2022-11-21 18:08:08+00:00;"Me pediram pra tirar a foto do Tite que eu tinha colocado numas artes que fizemos pras redes sociais aqui da firma sobre estratégia e pá...

Eu argumentei: Ele é velho. Já não caiu em domínio público?

Rimos muito.";0;0;0;"They asked me to take a picture of Tite that I had put in some art we made for the firm's social media about strategy and shovel...

I argued: He is old. Has it not already fallen into the public domain?

We laugh a lot.";pos;0.9626614377962526;0.0373385622037461;mixed;0.48;0.41;0.11;NEGATIVE;0.2541653513908386;0.7458346486091614;0.48442744865398996;Neutro
Luca Machado;BrisaLibertaria;2022-11-22 00:36:15+00:00;Como que o Tite me faz uma atrocidade de n colocar meu home na copa ;0;0;0;How did Tite do me an atrocity of not putting my home in the cup;neg;0.1872401607310745;0.8127598392689255;negative;0.41;0.47;0.12;POSITIVE;0.7829943895339966;0.21700561046600342;0.4847469913998668;Neutro
αиgєℓ🦋;jeeARMYL;2022-11-22 00:47:56+00:00;" O tite fazendo de tudo pra não vazar nada aí vem esse cara infiltrado e tira uma foto

O tite: 🤡🤡🤡🤡🤡🤡";0;13;0;"Tite doing everything not to leak anything, here comes this guy undercover and takes a picture

The tite: 🤡🤡🤡🤡🤡🤡";neg;0.2635873867814436;0.7364126132185571;mixed;0.34;0.49;0.17;POSITIVE;0.8873149156570435;0.11268508434295654;0.4854596025850758;Neutro
🇧🇷Marquin em modo copa✋☝️ 🇧🇷;meunomeehmarcos;2022-11-21 16:52:44+00:00; Tite levou o daniel alves pra isso;0;0;0;Tite took daniel alves for this;pos;0.6034322748661324;0.3965677251338674;neutral;0.2;0.03;0.77;POSITIVE;0.9996671676635742;0.00033283233642578125;0.48610951574189726;Neutro
LendasBetOficial;LendasBet;2022-11-21 23:18:33+00:00;“Nós temos umas 10 danças preparadas para cada jogo” Os coringas do Tite vão bailar nessa Copa 🕺🏻;0;0;0;“We have about 10 dances prepared for each game” Tite's jokers will dance in this Cup 🕺🏻;pos;0.866727814976796;0.1332721850232034;neutral;0.47;0.0;0.53;NEGATIVE;0.328788697719574;0.671211302280426;0.48632931577370625;Neutro
F12.BET;f12bet;2022-11-21 22:37:18+00:00;“Nós temos umas 10 danças preparadas para cada jogo” Os coringas do Tite vão bailar nessa Copa 🕺🏻;0;0;0;“We have about 10 dances prepared for each game” Tite's jokers will dance in this Cup 🕺🏻;pos;0.866727814976796;0.1332721850232034;neutral;0.47;0.0;0.53;NEGATIVE;0.328788697719574;0.671211302280426;0.48632931577370625;Neutro
romulo pinto;romulopinto141;2022-11-21 18:35:19+00:00;" Abrindo caminho para Tite; certeza";0;0;0;"Making way for Tite; certainty";pos;0.566672377526353;0.433327622473647;neutral;0.21;0.01;0.79;POSITIVE;0.9990496039390564;0.0009503960609436035;0.4863959407720665;Neutro
vnc;visiqueira1;2022-11-21 18:49:46+00:00;a real é: os cara tao montando o terreno pro lazaro assumir interinamente até o tite terminar de comemorar o hexa e retornar pro timao ;0;0;0;the real thing is: the guys are setting the stage for lazaro to take over on an interim basis until tite finishes celebrating hexa and returns to timao;pos;0.8666424851120176;0.1333575148879842;neutral;0.14;0.31;0.55;POSITIVE;0.9923169612884521;0.0076830387115478516;0.48732520109841737;Neutro
camis corinthiana;camisriccii;2022-11-22 00:53:21+00:00;N ME ILUDAM COM O TITE EU TO QUASE ACREDITANDO JA;0;0;0;DON'T FOOL ME WITH TITE I'M ALMOST BELIEVING IT NOW;pos;0.7145538711432853;0.2854461288567152;positive;0.52;0.15;0.33;NEGATIVE;0.310149610042572;0.689850389957428;0.4878361558897756;Neutro
Diário do Fla;fla_diario;2022-11-21 19:20:07+00:00;"Tite abre treino por apenas 20 minutos e segue fazendo mistério para estreia

";0;3;0;Tite opens training for just 20 minutes and continues to make his debut mysterious;pos;0.7899726421770742;0.2100273578229271;negative;0.2;0.46;0.34;POSITIVE;0.9126860499382019;0.0873139500617981;0.4879063917219254;Neutro
JULIANO DOSSENA;ProcDossena;2022-11-21 15:30:54+00:00; Amigo discordo e arrisco dizer que o time do Tite não resiste ao bom futebol da Inglaterra. Eles mostram muita vontade de jogar, o que não vemos com o menino Ney cai ….cai ….e cia.;0;1;0;Friend, I disagree and I dare say that Tite's team cannot resist good football in England. They show a lot of willingness to play, which we don't see with the boy Ney cai ….cai ….and cia.;pos;0.8710402644133777;0.1289597355866255;negative;0.14;0.85;0.01;POSITIVE;0.9964559674263;0.003544032573699951;0.4891360284665683;Neutro
Arthur, mas não o de Camelot;ArthurSouza1910;2022-11-21 14:54:09+00:00;"Não acredito que vá mas, se o Brasil golear a Sérvia, essa galera que tá mamando a Inglaterra goleando o poderoso Irã vai falar que o Brasil ""não fez mais que a obrigação"" e vai cornetar até a tataravó do Tite se sair uma vitória ""magra"".";1;5;1;"I don't believe it will, but if Brazil thrashes Serbia, these guys who are sucking England's thrashing the mighty Iran will say that Brazil ""did nothing more than the obligation"" and will trump even Tite's great-great-grandmother if it wins "" thin"".";neg;0.0049069501496797;0.9950930498503182;positive;0.85;0.14;0.0;NEGATIVE;0.011042416095733643;0.9889575839042664;0.48957025462016385;Neutro
OLDTIMER;oldtimer2020;2022-11-21 18:35:23+00:00;@10neto Tite chegando;0;0;0;@10 grandson Tite arriving;pos;0.7000000000000001;0.3000000000000001;neutral;0.19;0.02;0.79;POSITIVE;0.9903737306594849;0.009626269340515137;0.4915353516169957;Neutro
