Usuario;TagNick;DataPost;Texto;Comentarios;Likes;Retweets;Texto_Traduz;Classificação_Blob;percent_pos_blob;percent_neg_blob;Azure_Sentiment;Azure_percent_pos;Azure_percent_neg;Azure_percent_neutro;Classificacao_flair;percent_pos_flar;percent_neg_flar;Percent_Media_final;Class_final
João Gabriel;gabrilsantozs;2022-09-13 17:21:12+00:00;Luva de pedreiro se aposentou  via ;0;1;0;Mason's glove retired via;pos;0.5624458561940517;0.437554143805948;neutral;0.05;0.43;0.52;NEGATIVE;0.05671501159667969;0.9432849884033203;0.125125125626773;Negativo
🅰️eromotoc🅰️r 13 👊;Aeromotocar1;2022-09-13 21:41:13+00:00;"""LUVA DE PEDREIRO"" ANUNCIA O FIM DA SUA CARREIRA NA INTERNET  ";0;0;0;"""MASON'S GLOVE"" ANNOUNCES THE END OF YOUR CAREER ON THE INTERNET";pos;0.5543405194731716;0.4456594805268259;neutral;0.08;0.08;0.83;NEGATIVE;0.00010037422180175781;0.9998996257781982;0.1249344668452536;Negativo
TV Jornalismo - YouTube;jornalismo_tv;2022-09-13 18:13:14+00:00;Luva de Pedreiro abandona carreira na internet e deixa vídeo de despedida  via  tvjornalismo;0;0;0;Glove de Pedreiro abandons his career on the internet and leaves a farewell video via tvjournalismo;pos;0.6709871635851091;0.329012836414891;neutral;0.05;0.39;0.57;NEGATIVE;0.001621246337890625;0.9983787536621094;0.12488995089441292;Negativo
Foco nos Famosos;foconosfamosos;2022-09-13 17:58:19+00:00;Luva de Pedreiro anuncia fim da carreira! ;0;0;0;Mason's Glove announces the end of his career!;neg;0.4693753720471721;0.5306246279528277;neutral;0.1;0.38;0.52;NEGATIVE;0.0012227892875671387;0.9987772107124329;0.12454585008890093;Negativo
Diego Lima;ofont;2022-09-13 16:57:12+00:00;LUVA DE PEDREIRO APAGA VÍDEOS DA REDE SOCIAL E ANUNCIA FIM DA CARREIRA  via ;0;0;0;MASON GLOVE DELETES VIDEOS FROM THE SOCIAL NETWORK AND ANNOUNCES END OF CAREER via;pos;0.7512413007329563;0.2487586992670451;neutral;0.03;0.18;0.8;NEGATIVE;3,19E+11;0.9999680519104004;0.12447217098745078;Negativo
juliano;dojairboIsonaro;2022-09-13 16:47:53+00:00;  fds mo luva de pedreiro nunca será artista ;0;0;0;fds mo bricklayer's glove will never be an artist;pos;0.6989165235091086;0.3010834764908918;neutral;0.03;0.07;0.9;NEGATIVE;0.025288403034210205;0.9747115969657898;0.12421333279678985;Negativo
TV Metropolitano;TVMetropolitano;2022-09-13 17:41:17+00:00;O influencer Iran Santana, conhecido mundialmente como Luva de Pedreiro, anunciou nesta terça-feira (13) que vai encerrar sua carreira na internet. As publicações do Luva haviam sido excluídas e a foto do perfil, que conta com mais de 18 milhões de seguidores, foi removida.;0;1;0;Influencer Iran Santana, known worldwide as Glova de Pedreiro, announced this Tuesday (13) that he will end his career on the internet. Luva's posts had been deleted and the profile picture, which has more than 18 million followers, was removed.;pos;0.7893767544349269;0.2106232455650764;negative;0.02;0.86;0.13;NEGATIVE;5,46E+10;0.9999454021453857;0.1242122785920222;Negativo
LIG News;lignewsoficial;2022-09-13 17:13:10+00:00;Luva de Pedreiro fala sobre o fim da carreira de influenciador ;0;0;0;Glove de Pedreiro talks about the end of his influencer career;neg;0.4055537127945804;0.5944462872054185;neutral;0.11;0.24;0.65;NEGATIVE;0.011310994625091553;0.9886890053749084;0.12402510029210909;Negativo
Gê;gesoares97;2022-09-13 18:12:19+00:00;Luva de pedreiro querendo se aposentar;0;0;0;Mason's glove looking to retire;pos;0.5043000040661977;0.4956999959338016;neutral;0.08;0.03;0.88;NEGATIVE;0.020644009113311768;0.9793559908866882;0.1236554317561173;Negativo
Dudu;pegasusgc;2022-09-13 16:16:04+00:00;A final do CBLoL foi tão broxante q o Luva de Pedreiro decidiu parar a carreira;0;1;0;The CBLoL final was so annoying that Luva de Pedreiro decided to stop his career;neg;0.3051230085574806;0.6948769914425199;negative;0.14;0.82;0.04;NEGATIVE;0.00010216236114501953;0.999897837638855;0.12361819046853866;Negativo
moraes;rmora3ss;2022-09-13 16:36:51+00:00;O luva de pedreiro é mais instável que a ibovespa puta merda;0;1;0;The bricklayer's glove is more unstable than the Ibovespa, holy shit;pos;0.7042756982810447;0.2957243017189559;negative;0.04;0.93;0.03;NEGATIVE;3,10E+11;0.9999690055847168;0.12347681244451589;Negativo
Paideguacombr;paideguacombr;2022-09-13 18:20:14+00:00;Luva de Pedreiro anuncia fim da carreira e apaga todos os posts ;0;0;0;Glove de Pedreiro announces the end of his career and deletes all posts;pos;0.5837195171575845;0.4162804828424166;negative;0.07;0.47;0.46;NEGATIVE;7,28E+10;0.9999271631240845;0.12340931298705937;Negativo
Everthon Garcia;Everthon_Garcia;2022-09-13 17:54:29+00:00;Luva de Pedreiro anuncia fim da carreira e apaga todos os posts ;0;0;0;Glove de Pedreiro announces the end of his career and deletes all posts;pos;0.5837195171575845;0.4162804828424166;negative;0.07;0.47;0.46;NEGATIVE;7,28E+10;0.9999271631240845;0.12340931298705937;Negativo
Conservadorismo do Brasil;ConsDoBrasil;2022-09-13 17:54:27+00:00;Luva de Pedreiro anuncia fim da carreira e apaga todos os posts ;0;0;0;Glove de Pedreiro announces the end of his career and deletes all posts;pos;0.5837195171575845;0.4162804828424166;negative;0.07;0.47;0.46;NEGATIVE;7,28E+10;0.9999271631240845;0.12340931298705937;Negativo
Amauri Pereira Da Silva;AmauriP64868571;2022-09-13 18:06:26+00:00;Luva de Pedreiro infelizmente! Fãs estão desesperados! Notícia devastadora!  via ;0;0;0;Mason's Glove unfortunately! Fans are desperate! Devastating news! via;pos;0.6630739642850674;0.3369260357149329;negative;0.04;0.93;0.03;NEGATIVE;0.01970130205154419;0.9802986979484558;0.12321093834116512;Negativo
Vitor Santos;virtusantos;2022-09-13 20:34:05+00:00;irmao, pior coisa que o Luva de Pedreiro fez foi abandonar o ex empresario dele, essas coisas de contratos são sérias e se assinou tem que cumprir. Deve estar com um monte de problema na justiça agora e por isso ta abandonando a Internet ;0;0;0;brother, the worst thing that Glova de Pedreiro did was abandon his former manager, these contract things are serious and if you signed you have to comply. You must be in a lot of legal trouble right now and that's why you're abandoning the Internet;pos;0.8160979861351213;0.1839020138648784;negative;0.01;0.97;0.02;NEGATIVE;0.0028899312019348145;0.9971100687980652;0.12312540693414156;Negativo
junim ✠;joaomarquesjr_;2022-09-14 00:21:12+00:00;_ dá mesmo não. luva de pedreiro já vai se aposentar;0;0;0;_ really doesn't. bricklayer's glove is about to retire;pos;0.6614451660736462;0.3385548339263537;neutral;0.05;0.11;0.84;NEGATIVE;0.00016641616821289062;0.9998335838317871;0.12311114263001029;Negativo
xúlia;jbretaoo;2022-09-13 19:13:47+00:00;Gente luva de pedreiro fez oq? Faz oq? Qual o meme?;0;1;0;Mason glove people did what? Do what? What's the meme?;neg;0.381082451732917;0.6189175482670823;neutral;0.12;0.13;0.74;NEGATIVE;6,32E+10;0.9999368190765381;0.12302983051140583;Negativo
Rafael Franco | O cara dos APPs;eu_rafaelfranco;2022-09-13 19:42:24+00:00;"Luva de Pedreiro abandonou a carreira, e como isso pode afetar a sua car...  via 

Sera que é jogada?";0;0;0;"Glove de Pedreiro abandoned his career, and how it can affect your car...

Will it be played?";pos;0.6192279261776819;0.3807720738223185;negative;0.06;0.78;0.17;NEGATIVE;0.0008488893508911133;0.9991511106491089;0.12298938641135201;Negativo
Bia Cardoso;srtabia;2022-09-13 17:20:55+00:00;"Apareceu uma notícia sobre o Luva de Pedreiro e só lembro da explicação que deram no . ""Quem é Luva de Pedreiro? É a Bota Pó dos héteros."" 😅😅😅";1;112;9;"A news about Glova de Pedreiro appeared and I only remember the explanation given on . ""Who's Mason's Glove? It's the Straight Dust Boot."" 😅😅😅";neg;0.1389304513386128;0.8610695486613866;negative;0.18;0.44;0.37;NEGATIVE;0.0003006458282470703;0.9996993541717529;0.122790248999301;Negativo
MARIO;marioscand;2022-09-13 22:19:50+00:00;Luva de Pedreiro anuncia que abandonou a carreira de influenciador ;0;0;0;Glove de Pedreiro announces that he abandoned his career as an influencer;pos;0.6140287016901279;0.3859712983098726;neutral;0.06;0.26;0.67;NEGATIVE;0.0023344755172729492;0.997665524482727;0.12267109324638197;Negativo
AQUINOTICIAS.COM;aquinoticiascom;2022-09-13 19:36:47+00:00;Luva de Pedreiro anuncia que abandonou a carreira de influenciador ;0;0;0;Glove de Pedreiro announces that he abandoned his career as an influencer;pos;0.6140287016901279;0.3859712983098726;neutral;0.06;0.26;0.67;NEGATIVE;0.0023344755172729492;0.997665524482727;0.12267109324638197;Negativo
Jornalista Lázaro;lazarofariass;2022-09-13 16:29:33+00:00;Luva de Pedreiro anuncia que abandonou a carreira de influenciador ;0;1;0;Glove de Pedreiro announces that he abandoned his career as an influencer;pos;0.6140287016901279;0.3859712983098726;neutral;0.06;0.26;0.67;NEGATIVE;0.0023344755172729492;0.997665524482727;0.12267109324638197;Negativo
Coach de fracassos 🇧🇷🇦🇹🇧🇷;FabioPorao99;2022-09-13 19:54:13+00:00; E o luva de pedreiro hein;0;0;0;And the mason's glove huh;neg;0.1401204433596097;0.8598795566403901;neutral;0.03;0.01;0.96;NEGATIVE;0.29874730110168457;0.7012526988983154;0.12251643508042555;Negativo
Danillo Miguel;R9iscomingD;2022-09-14 00:43:13+00:00;Quem liga pra “luva de pedreiro”, gente? Foda-se;0;2;0;"Who cares about ""mason's glove"", people? Screw this";neg;0.2959355713238851;0.7040644286761145;negative;0.14;0.72;0.14;NEGATIVE;0.0003205537796020508;0.999679446220398;0.12236809698329847;Negativo
Danielzinho;Odanielzinhozs;2022-09-13 22:02:10+00:00;"Eu aqui querendo ser famoso e o ""Luva de pedreiro"" desistindo da carreira dele 🤡🤡";0;0;0;"Me here wanting to be famous and the ""Mason Glove"" giving up on his career 🤡🤡";neg;0.4147089429845623;0.5852910570154388;negative;0.11;0.79;0.1;NEGATIVE;0.0007683038711547852;0.9992316961288452;0.12232079296098168;Negativo
paulo;ovitalp;2022-09-13 19:25:16+00:00;"esse luva de pedreiro me estressa, superestimado e até hj não entendo o pq deram fama pra ele, quando queria a fama se fez de coitado agora simplesmente aparece falando que vai abandonar tudo? o golpe que tomou foi é pouco 
e tô nem aí já sou cancelado mesmo";0;3;0;"this bricklayer's glove stresses me out, overrated and until today I don't understand why they gave him fame, when he wanted fame he played the poor thing now he just appears saying he's going to abandon everything? the blow he took was little
and I'm not even there I'm already canceled";pos;0.7756486670124542;0.2243513329875446;negative;0.02;0.95;0.03;NEGATIVE;8,98E+10;0.9999102354049683;0.12226117088607394;Negativo
Manuel Carlos Soutello da Cunha Cunha;SoutelloCarlos;2022-09-13 19:09:58+00:00; Deixa ele viver a vida dele este mundo da mídias sociais é ruim demais malvado e a palavra para  uma pessoa como  o luva de  pedreiro;0;0;0;Let him live his life this social media world is too bad evil and the word for a person like a bricklayer's glove;pos;0.8141054670850824;0.1858945329149167;negative;0.01;0.98;0.01;NEGATIVE;0.0007387995719909668;0.999261200428009;0.12222615231843777;Negativo
keven;kevencmg;2022-09-13 17:47:31+00:00;me sentindo o luva de pedreiro, desistindo de tudo sem ter feito nada ainda;0;0;0;feeling like a bricklayer's glove, giving up everything without having done anything yet;pos;0.6818694233664842;0.3181305766335165;negative;0.04;0.87;0.09;NEGATIVE;0.006438493728637695;0.9935615062713623;0.12210663011767994;Negativo
EXTREMISTA!;jonathanzenki;2022-09-13 23:42:25+00:00;Se o Luva de Pedreiro não está fazendo isso por marketing pra algo futuro, ele precisa de uma terapia.;0;0;0;If Mason Glove isn't doing this for marketing for something in the future, he needs some therapy.;pos;0.5309557168661712;0.4690442831338274;neutral;0.08;0.29;0.63;NEGATIVE;0.001501917839050293;0.9984980821609497;0.12199422179203882;Negativo
enrique;mwntiroso;2022-09-13 18:57:50+00:00;o luva de pedreiro n vai mais gravar videos? poxa que pena kkkkkkkk ne;0;0;0;the bricklayer's glove won't record videos anymore? damn what a pity hahaha;neg;0.4519340617889844;0.5480659382110168;negative;0.1;0.87;0.03;NEGATIVE;0.0006934404373168945;0.9993065595626831;0.1219029918090883;Negativo
Paulo-SouZa é com S;crisenoTondela;2022-09-13 20:23:36+00:00;E o  DESISTINDO DE TUDO ;0;2;1;AND GIVING UP EVERYTHING;neg;0.4895006187480665;0.5104993812519337;negative;0.09;0.7;0.22;NEGATIVE;0.001849353313446045;0.998150646686554;0.12188561791070837;Negativo
Fala Genefax;FalaGenefax;2022-09-13 16:38:23+00:00;Luva de Pedreiro diz que vai abandonar carreira de influencer: ‘Decisão minha’  ;0;1;0;Glove de Pedreiro says he will abandon influencer career: 'My decision';pos;0.6100426295257004;0.3899573704743;negative;0.06;0.57;0.37;NEGATIVE;0.0010792016983032227;0.9989207983016968;0.12174300470318669;Negativo
skywalker (taylor's version);mishastardust;2022-09-13 18:34:10+00:00;a aposentadoria do luva de pedreiro é para os heteros o que foi a aposentadoria da rihanna para os gays;0;1;0;mason glove retirement is for straight what rihanna's retirement was for gays;neg;0.4446677041068899;0.5553322958931114;neutral;0.1;0.11;0.79;NEGATIVE;0.0036682486534118652;0.9963317513465881;0.12171488591624481;Negativo
صموئيلVV;samukxs;2022-09-13 22:12:09+00:00;Chegando a copa luva de pedreiro vai abandona a carreira… vai rolar um marketing fudido aí viu.;0;1;0;When the mason's glove cup arrives, he will abandon his career… there will be some fucked up marketing there.;pos;0.691538917979373;0.3084610820206271;negative;0.04;0.86;0.11;NEGATIVE;3,78E+11;0.9999622106552124;0.12165921380984974;Negativo
Achei Sudoeste;achei_sudoeste;2022-09-13 18:30:22+00:00;Luva de Pedreiro apaga vídeos da rede social e anuncia fim da carreira - ;0;0;0;Glove de Pedreiro deletes videos from the social network and announces the end of his career -;pos;0.7314615350825578;0.26853846491744;neutral;0.03;0.37;0.6;NEGATIVE;2,84E+11;0.9999716281890869;0.12164546838634058;Negativo
REC Notícias;RECNoticias_;2022-09-13 17:14:01+00:00;Luva de Pedreiro apaga vídeos da rede social e anuncia fim da carreira. ;0;2;0;Glove de Pedreiro deletes videos from the social network and announces the end of his career.;pos;0.7314615350825578;0.26853846491744;negative;0.03;0.63;0.33;NEGATIVE;2,55E+11;0.9999744892120361;0.12164465095121223;Negativo
Redye West;rediwest;2022-09-13 16:13:28+00:00;E o Luva de Pedreiro hein;0;1;0;And the Mason Glove huh;neg;0.1401204433596097;0.8598795566403901;neutral;0.03;0.01;0.96;NEGATIVE;0.29569000005722046;0.7043099999427795;0.12164292049629295;Negativo
Nobre e Autêntico Suporte Anatômico;hnrqlds;2022-09-13 17:55:50+00:00;Se o Luva de Pedreiro estivesse se alimentando exclusivamente de pizza congelada Sadia de frango nada disso teria acontecido. ;0;0;0;If Glova de Pedreiro were exclusively eating Sadia frozen chicken pizza, none of this would have happened.;pos;0.6501643783401502;0.3498356216598491;negative;0.05;0.64;0.32;NEGATIVE;0.0005382895469665527;0.9994617104530334;0.12160585106201191;Negativo
sobreVIVENDO ao B-R-Ó-BRÓ;sergiofeitosas;2022-09-13 23:37:07+00:00;O Luva de Pedreiro apagou os posts?;0;1;0;Has Glova de Pedreiro deleted the posts?;pos;0.6895479741642888;0.3104520258357107;neutral;0.04;0.43;0.53;NEGATIVE;5,63E+10;0.999943733215332;0.12138007253337497;Negativo
Aprizion Brasil News 1;aprizion;2022-09-13 16:15:27+00:00;"Luva de Pedreiro abandona carreira de influenciador: ""Decisão minha"" Aprizion ";0;0;0;"Glove of Pedreiro leaves influencer career: ""My decision"" Aprizion";pos;0.5104805706985936;0.4895194293014072;neutral;0.06;0.47;0.48;NEGATIVE;0.04933124780654907;0.9506687521934509;0.12130615233024168;Negativo
Victor Evangelista;VictorEsdra;2022-09-13 21:16:50+00:00; NÃO É FÁCIL SER O LUVA DE PEDREIRO;0;0;0;IT'S NOT EASY TO BE THE BROKER'S GLOVE;pos;0.7634067081937949;0.2365932918062046;negative;0.02;0.9;0.07;NEGATIVE;0.0028159022331237793;0.9971840977668762;0.12129121609429176;Negativo
Lih 🇲🇨;Lih_Alineee;2022-09-13 23:13:23+00:00;_santana  Luva de Pedreiro nem vai ir votar, aposto ahahahahha;0;0;0;_santana Glove de Pedreiro won't even go to vote, I bet ahahahahha;pos;0.528492335960545;0.471507664039456;negative;0.08;0.59;0.33;NEGATIVE;0.0001703500747680664;0.9998296499252319;0.12126186230144016;Negativo
Wesley lanz;Wesley_lanz;2022-09-13 22:11:02+00:00;Aata que o  vai se aposenta mano! Para com os vídeos.;0;0;0;Aata que vai retires bro! Stop with the videos.;neg;0.4872185646023581;0.5127814353976411;negative;0.09;0.51;0.4;NEGATIVE;4,74E+10;0.9999525547027588;0.12104477931383435;Negativo
Felipe Lima;23felipelima;2022-09-13 22:48:48+00:00;Ja vi nego sem juizo, mas igual esse Luva de Pedreiro não existe, não é a toa que tomou um golpe;0;1;0;I saw Nego without judgment, but just like this bricklayer glove does not exist, it is no wonder that took a blow;pos;0.5216679119052865;0.4783320880947113;negative;0.08;0.8;0.13;NEGATIVE;0.0025818347930908203;0.9974181652069092;0.12097594021306689;Negativo
Jeferson de Schrödinger 🦅;fumantemaldito;2022-09-13 19:54:36+00:00;Isso aí do luva de pedreiro apagar os vídeos e falar que vai parar com os conteúdos é MT estranho;0;1;0;That about the bricklayer's glove deleting the videos and saying that it's going to stop with the content is very strange;pos;0.8054308011564878;0.1945691988435144;negative;0.01;0.97;0.02;NEGATIVE;8,03E+10;0.9999196529388428;0.1207987850398289;Negativo
gui;rguizz__;2022-09-13 22:11:06+00:00;_mourad_ claro q sim, vou virar luva de pedreiro e abandonar a vida 😢😣😔;0;0;0;_mari_ of course, I'm going to become a bricklayer's glove and abandon life 😢😣😔;pos;0.7226226308918616;0.2773773691081391;negative;0.03;0.85;0.12;NEGATIVE;0.0010355710983276367;0.9989644289016724;0.12067053901264527;Negativo
Rafael;Rafael54889241;2022-09-14 00:08:06+00:00; Luva de pedreiro deve ter descoberto pra ter fama tem que fazer algo que ele viu que é  errado .;0;0;0;Mason's glove must have discovered to have fame he has to do something he saw is wrong.;pos;0.5083634894779848;0.4916365105220173;negative;0.01;0.97;0.02;NEGATIVE;0.14813446998596191;0.8518655300140381;0.12066177563570124;Negativo
I.;iza_anchieta;2022-09-13 17:19:46+00:00;Esse luva de pedreiro é chatinho,vocês ficam batendo palma para maluco dançar ainda 🙄;0;2;0;This bricklayer's glove is boring, you keep clapping your hands for crazy to dance still 🙄;pos;0.6437713940259658;0.356228605974032;negative;0.05;0.93;0.02;NEGATIVE;0.00023633241653442383;0.9997636675834656;0.12060629412271925;Negativo
lucasesar;cesimens;2022-09-13 19:42:07+00:00;demi lovato e luva de pedreiro anunciando q vão parar oq rolou;0;0;0;demi lovato and mason's glove announcing that they will stop what happened;neg;0.1801139094431285;0.8198860905568707;negative;0.12;0.47;0.4;NEGATIVE;0.09168106317520142;0.9083189368247986;0.12049657654193305;Negativo
Camilinha Lemos 🌸;milinha_lemos;2022-09-13 17:44:25+00:00;O que aconteceu com o Luva de pedreiro ?;0;0;0;What happened to the Mason's Glove?;neg;0.3947752657772183;0.6052247342227814;neutral;0.11;0.33;0.57;NEGATIVE;0.004336059093475342;0.9956639409065247;0.12049248342345271;Negativo
FÁBIO MACHADO;_fabiomachado;2022-09-13 18:34:36+00:00;O Luva de pedreiro vai dar um tempo na carreira. Esse é o twitter.;0;0;0;The Mason Glove will take a break from the career. This is twitter.;neg;0.4425890435365897;0.5574109564634092;neutral;0.1;0.02;0.88;NEGATIVE;0.00021773576736450195;0.9997822642326355;0.12043207358161696;Negativo
Acta;actaoficial;2022-09-13 20:48:20+00:00;"Eleicoes2022: Bolsonaro diz que se arrepende das coisas que disse na pandemia; parente de Lira pede voto para Lula; Luva de Pedreiro encerra carreira; corpo da rainha chega a Londres e falsa ameaça de bomba no aeroporto.

JornalDoActa, daqui a pouco: ";0;2;0;"Eleicoes2022: Bolsonaro says he regrets the things he said during the pandemic; Lira's relative asks Lula to vote; Glove of Pedreiro ends career; Queen's body arrives in London and fake bomb threat at airport.

JornalDoActa, in a little while:";pos;0.6509449579183207;0.3490550420816798;negative;0.02;0.9;0.07;NEGATIVE;0.055924832820892334;0.9440751671791077;0.12039923193715792;Negativo
︎;dollynaro;2022-09-13 17:06:45+00:00;luva de pedreiro claramente tá no pó;0;1;0;bricklayer's glove is clearly in the dust;pos;0.6419723992307986;0.3580276007692017;negative;0.05;0.76;0.2;NEGATIVE;0.00011265277862548828;0.9998873472213745;0.12031395782686423;Negativo
GN Notícias;gnnoticias_xyz;2022-09-13 21:01:50+00:00;Qual o futuro de Luva de Pedreiro? Influenciador apaga vídeos e fala sobre a carreira | Jovem Pan nacional brazil brasil gnnoticias ;0;0;0;What is the future of Glove de Pedreiro? Influencer deletes videos and talks about his career | Young Pan national brazil brazil gnoticias;pos;0.5954240187370864;0.4045759812629136;neutral;0.06;0.11;0.83;NEGATIVE;0.0026616454124450684;0.9973383545875549;0.12010675850885379;Negativo
Eduardo C Forastiero;euforasteiro;2022-09-13 19:16:24+00:00;"O ex empresário do
 luva de pedreiro era um monstro, né?! 

Quanto tempo durou o luva com superexposição e acesso fácil a ele, o que o ex empresário dizia querer evitar?";0;0;0;"The former businessman
 bricklayer's glove was a monster, right?!

How long did the glove with overexposure and easy access to it last, which the former businessman said he wanted to avoid?";pos;0.7195969206813135;0.2804030793186822;negative;0.03;0.92;0.05;NEGATIVE;4,47E+10;0.9999552965164185;0.11995518966406808;Negativo
Igor Nogueira🇧🇷🇨🇦;IgorNogueiraFFC;2022-09-13 23:57:29+00:00;Tendi nada, luva de pedreiro ficou milionário, famoso no mundo todo, estourado por uma bobeira, e largou tudo agora, do nada. Muito estranho;0;0;0;Tendi nothing, bricklayer's glove became a millionaire, famous all over the world, blown up by a silly thing, and dropped everything now, out of nowhere. Very strange;pos;0.5784799909982392;0.4215200090017607;negative;0.06;0.9;0.05;NEGATIVE;0.010524272918701172;0.9894757270812988;0.11993264811937736;Negativo
CyberPoc;OCanzian;2022-09-13 20:35:02+00:00;O cara ficou famoso por usar uma luva! Que droga é essa que vcs fuma??? luvadepedreiro;0;0;0;The guy became famous for wearing a glove! What drug are you smoking??? mason's glove;pos;0.5373594088755006;0.4626405911245008;negative;0.07;0.59;0.33;NEGATIVE;0.010927021503448486;0.9890729784965515;0.11988763598319965;Negativo
himbobimbo;jcbaia;2022-09-13 18:35:10+00:00;"da série: pessoas que não entendo até hoje porque receberam tamanha relevância dada a falta de motivos pra isso
estrelando o tal luva de pedreiro e o 'esse menino' da pfaizer";0;1;0;"from the series: people I still don't understand why they received such relevance given the lack of reasons for it
starring the bricklayer glove and pfaizer's 'this boy'";neg;0.4933888807885547;0.5066111192114459;negative;0.07;0.86;0.06;NEGATIVE;0.03286457061767578;0.9671354293823242;0.11987400314627232;Negativo
Clic Reality 🐮;clicreality;2022-09-13 23:25:23+00:00;"Luva de Pedreiro anuncia fim da carreira, revela motivo e deixa fãs perplexos: 'Meu Deus' 😱😥
luvadepedreiro receba ";0;0;0;"Glove de Pedreiro announces end of career, reveals reason and leaves fans perplexed: 'My God' 😱😥
bricklayer's glove receive";pos;0.7560583768922902;0.2439416231077099;negative;0.02;0.94;0.04;NEGATIVE;0.0010294914245605469;0.9989705085754395;0.11973105139163018;Negativo
nic;jailsxn;2022-09-13 16:52:58+00:00;luva de pedreiro reage;0;0;0;mason glove reacts;neg;0.4500000000000001;0.5499999999999999;negative;0.03;0.74;0.23;NEGATIVE;0.13367217779159546;0.8663278222084045;0.11962062222617013;Negativo
Tiago Guitián Reis;Tiagogreis;2022-09-13 17:35:27+00:00;Luva de Pedreiro anunciou o fim da carreira… ;1;96;0;Glove de Pedreiro announced the end of his career…;pos;0.5095259140486121;0.4904740859513886;negative;0.08;0.56;0.36;NEGATIVE;0.0038767457008361816;0.9961232542991638;0.11961134363575494;Negativo
Jornal O Dia;jornalodia;2022-09-13 23:26:28+00:00;"O influencer Luva de Pedreiro resolveu parar com as redes sociais e apagou todos os vídeos e fotos do Instagram. 

ODia

";0;5;0;"The influencer Luva de Pedreiro decided to stop using social networks and deleted all the videos and photos from Instagram.

The day";pos;0.7568788170189932;0.2431211829810053;negative;0.02;0.9;0.08;NEGATIVE;9,67E+09;0.9999033212661743;0.11958173921237779;Negativo
lutem sem parar;brrrmis;2022-09-13 16:44:24+00:00;O Luva de pedreiro vai participar da A Fazenda?;0;1;0;Will the bricklayer glove participate in A Fazenda?;neg;0.4041005955107216;0.5958994044892785;neutral;0.03;0.01;0.96;NEGATIVE;0.15546810626983643;0.8445318937301636;0.11929097257862778;Negativo
Otávio Hoffmann;otaviomatos03;2022-09-13 20:18:40+00:00;Eu tenho até pena do Luva de Pedreiro. Nem sei o que achar das decisões dele. Pelo menos não seguia ele no instagram 🤣;0;0;0;I even feel sorry for the Mason Glove. I don't even know what to make of his decisions. At least I didn't follow him on instagram 🤣;neg;0.3526062377622803;0.6473937622377183;negative;0.12;0.6;0.28;NEGATIVE;0.00024455785751342773;0.9997554421424866;0.11901362192532959;Negativo
Joel Lyra 1️⃣3️⃣🇧🇷;Joellyraa;2022-09-13 21:05:16+00:00;Até o Luva de Pedreiro se aposentou e Kieza não...;0;7;2;Even Mason Glove retired and Kieza didn't...;neg;0.3603509600506472;0.639649039949353;neutral;0.05;0.45;0.5;NEGATIVE;0.1363140344619751;0.8636859655380249;0.1189970041392282;Negativo
FunCo;FunCo_biz;2022-09-13 20:00:30+00:00;“Vou Viver a Minha Vida Normal”: Luva De Pedreiro Cansou-se Da Fama e Apagou Todos Os Vídeos ;0;0;0;“I'm Going to Live My Normal Life”: Glove De Pedreiro Got Tired of Fame and Deleted All Videos;pos;0.7912969882321902;0.2087030117678081;negative;0.01;0.97;0.02;NEGATIVE;0.0004534125328063965;0.9995465874671936;0.11888625904254328;Negativo
Carol Machado 📚🇦🇹;cmissbier;2022-09-13 16:18:42+00:00;"""Luva de Pedreiro diz que encerra a sua carreira"". 

E eu fico me perguntando: QUE CARREIRA?";0;4;0;"""Mason's Glove says it ends its career"".

And I keep asking myself: WHAT CAREER?";neg;0.3512123299431776;0.6487876700568207;negative;0.12;0.51;0.37;NEGATIVE;0.00040084123611450195;0.9995991587638855;0.11885914463077236;Negativo
Mauro Ferreira;Maurormf;2022-09-13 22:13:15+00:00;A hegemonia do Patético Mineiro foi mais curta que a carreira do Luva de pedreiro.;0;171;7;Patético Mineiro's hegemony was shorter than Luva de Pedreiro's career.;neg;0.3661411590485636;0.6338588409514366;neutral;0.11;0.44;0.45;NEGATIVE;0.011868834495544434;0.9881311655044556;0.11855411829137893;Negativo
Scarlet;scarletsimas;2022-09-13 19:24:27+00:00;porra eu querendo virar blogueira e o luva de pedreiro abrindo mão disso, Deus não dá asas mesmo…;0;0;1;damn me wanting to become a blogger and the bricklayer's glove giving up on it, God doesn't really give wings...;pos;0.6625937253775812;0.3374062746224178;negative;0.03;0.92;0.06;NEGATIVE;0.023570895195007324;0.9764291048049927;0.11853364510965655;Negativo
Bruno.;Brunooliveira87;2022-09-13 16:16:01+00:00;Em pleno 2022,ano de eleição,ano da copa e da tecnologia e o Luva de Pedreiro abandonando a carreira.;0;1;0;In the middle of 2022, election year, year of the cup and technology and Luva de Pedreiro abandoning his career.;pos;0.6686162910962455;0.3313837089037563;negative;0.04;0.81;0.15;NEGATIVE;0.00044542551040649414;0.9995545744895935;0.11850102030243694;Negativo
Acorda DF;acorda_df;2022-09-13 17:08:47+00:00;"LuvadePedreiro anuncia fim da carreira de influenciador

";0;0;0;Luva Pedreiro announces the end of his influencer career;pos;0.5815970968169721;0.4184029031830279;neutral;0.06;0.12;0.82;NEGATIVE;0.0039052367210388184;0.9960947632789612;0.11848679575129283;Negativo
